country_slug,year,index_value,index_status,source_id,series_id,index_kind,base_period,notes
united-states,2011,224.939,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2012,229.594,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2013,232.957,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2014,236.736,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2015,237.017,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2016,240.007,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2017,245.120,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2018,251.107,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2019,255.657,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2020,258.811,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2021,270.970,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2022,292.655,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2023,304.702,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2024,313.689,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2025,321.943,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
